Delivery Date,Delivery Hour,Settlement Point,Settlement Point Price
01/07/2022,5,HB_HOUSTON,32.14
01/07/2022,5,HB_NORTH,32.11
01/07/2022,5,HB_SOUTH,28.7
01/07/2022,5,HB_WEST,32.04
01/07/2022,6,HB_HOUSTON,35.31
01/07/2022,6,HB_NORTH,35.98
01/07/2022,6,HB_SOUTH,31.19
01/07/2022,6,HB_WEST,35.54
01/07/2022,7,HB_HOUSTON,77.68
01/07/2022,7,HB_NORTH,83.5
01/07/2022,7,HB_SOUTH,74.31
01/07/2022,7,HB_WEST,80.89
01/07/2022,8,HB_HOUSTON,64.91
01/07/2022,8,HB_NORTH,71.33
01/07/2022,8,HB_SOUTH,61.17
01/07/2022,8,HB_WEST,68.51
01/07/2022,9,HB_HOUSTON,41.46
01/07/2022,9,HB_NORTH,41.33
01/07/2022,9,HB_SOUTH,39.29
01/07/2022,9,HB_WEST,40.86
01/07/2022,10,HB_HOUSTON,30.54
01/07/2022,10,HB_NORTH,29.94
01/07/2022,10,HB_SOUTH,29.42
01/07/2022,10,HB_WEST,28.64
01/07/2022,11,HB_HOUSTON,27.38
01/07/2022,11,HB_NORTH,26.94
01/07/2022,11,HB_SOUTH,26.58
01/07/2022,11,HB_WEST,25.77
01/07/2022,12,HB_HOUSTON,27.46
01/07/2022,12,HB_NORTH,27.06
01/07/2022,12,HB_SOUTH,26.89
01/07/2022,12,HB_WEST,25.49
01/07/2022,13,HB_HOUSTON,25.16
01/07/2022,13,HB_NORTH,24.42
01/07/2022,13,HB_SOUTH,24.87
01/07/2022,13,HB_WEST,22.13
01/07/2022,14,HB_HOUSTON,25.12
01/07/2022,14,HB_NORTH,24.24
01/07/2022,14,HB_SOUTH,24.82
01/07/2022,14,HB_WEST,19.78
01/07/2022,15,HB_HOUSTON,22.32
01/07/2022,15,HB_NORTH,20.81
01/07/2022,15,HB_SOUTH,21.41
01/07/2022,15,HB_WEST,9.24
01/07/2022,16,HB_HOUSTON,21.88
01/07/2022,16,HB_NORTH,20
01/07/2022,16,HB_SOUTH,21.3
01/07/2022,16,HB_WEST,3.3
01/07/2022,17,HB_HOUSTON,23.97
01/07/2022,17,HB_NORTH,22.4
01/07/2022,17,HB_SOUTH,22.88
01/07/2022,17,HB_WEST,4.59
01/07/2022,18,HB_HOUSTON,29.4
01/07/2022,18,HB_NORTH,28.09
01/07/2022,18,HB_SOUTH,28.46
01/07/2022,18,HB_WEST,15.3
01/07/2022,19,HB_HOUSTON,29.84
01/07/2022,19,HB_NORTH,27.14
01/07/2022,19,HB_SOUTH,29.21
01/07/2022,19,HB_WEST,10.6
01/07/2022,20,HB_HOUSTON,27.34
01/07/2022,20,HB_NORTH,24.55
01/07/2022,20,HB_SOUTH,26.24
01/07/2022,20,HB_WEST,1.13
01/07/2022,21,HB_HOUSTON,26.05
01/07/2022,21,HB_NORTH,23.56
01/07/2022,21,HB_SOUTH,25.11
01/07/2022,21,HB_WEST,0.01
01/07/2022,22,HB_HOUSTON,25.87
01/07/2022,22,HB_NORTH,23.35
01/07/2022,22,HB_SOUTH,25
01/07/2022,22,HB_WEST,-0.2
01/07/2022,23,HB_HOUSTON,27.14
01/07/2022,23,HB_NORTH,24.92
01/07/2022,23,HB_SOUTH,25.81
01/07/2022,23,HB_WEST,-0.28
01/07/2022,24,HB_HOUSTON,26.47
01/07/2022,24,HB_NORTH,24.22
01/07/2022,24,HB_SOUTH,25.08
01/07/2022,24,HB_WEST,-0.28
01/08/2022,1,HB_HOUSTON,32.34
01/08/2022,1,HB_NORTH,23.85
01/08/2022,1,HB_SOUTH,35.76
01/08/2022,1,HB_WEST,-1.61
01/08/2022,2,HB_HOUSTON,28.34
01/08/2022,2,HB_NORTH,21.7
01/08/2022,2,HB_SOUTH,30.47
01/08/2022,2,HB_WEST,-1.78
01/08/2022,3,HB_HOUSTON,26
01/08/2022,3,HB_NORTH,20.14
01/08/2022,3,HB_SOUTH,27.55
01/08/2022,3,HB_WEST,-1.48
01/08/2022,4,HB_HOUSTON,25.22
01/08/2022,4,HB_NORTH,19.8
01/08/2022,4,HB_SOUTH,26.42
01/08/2022,4,HB_WEST,-1.29
01/08/2022,5,HB_HOUSTON,25.66
01/08/2022,5,HB_NORTH,19.78
01/08/2022,5,HB_SOUTH,27.59
01/08/2022,5,HB_WEST,-0.28
01/08/2022,6,HB_HOUSTON,25.51
01/08/2022,6,HB_NORTH,20.68
01/08/2022,6,HB_SOUTH,26.21
01/08/2022,6,HB_WEST,0.79
01/08/2022,7,HB_HOUSTON,26.06
01/08/2022,7,HB_NORTH,20.53
01/08/2022,7,HB_SOUTH,27.41
01/08/2022,7,HB_WEST,0.99
01/08/2022,8,HB_HOUSTON,29.86
01/08/2022,8,HB_NORTH,23.51
01/08/2022,8,HB_SOUTH,32.56
01/08/2022,8,HB_WEST,7.29
01/08/2022,9,HB_HOUSTON,33.5
01/08/2022,9,HB_NORTH,26.21
01/08/2022,9,HB_SOUTH,37.59
01/08/2022,9,HB_WEST,11.58
01/08/2022,10,HB_HOUSTON,33.94
01/08/2022,10,HB_NORTH,25.04
01/08/2022,10,HB_SOUTH,37.83
01/08/2022,10,HB_WEST,7.16
01/08/2022,11,HB_HOUSTON,28.94
01/08/2022,11,HB_NORTH,21.58
01/08/2022,11,HB_SOUTH,32.13
01/08/2022,11,HB_WEST,7.99
01/08/2022,12,HB_HOUSTON,28.55
01/08/2022,12,HB_NORTH,23.67
01/08/2022,12,HB_SOUTH,29.96
01/08/2022,12,HB_WEST,12.85
01/08/2022,13,HB_HOUSTON,25.37
01/08/2022,13,HB_NORTH,21.44
01/08/2022,13,HB_SOUTH,26.2
01/08/2022,13,HB_WEST,13.11
01/08/2022,14,HB_HOUSTON,23.8
01/08/2022,14,HB_NORTH,20.18
01/08/2022,14,HB_SOUTH,24.54
01/08/2022,14,HB_WEST,11.87
01/08/2022,15,HB_HOUSTON,22.55
01/08/2022,15,HB_NORTH,17.64
01/08/2022,15,HB_SOUTH,22.26
01/08/2022,15,HB_WEST,7.13
01/08/2022,16,HB_HOUSTON,21.92
01/08/2022,16,HB_NORTH,17.1
01/08/2022,16,HB_SOUTH,21.94
01/08/2022,16,HB_WEST,9.91
01/08/2022,17,HB_HOUSTON,24.43
01/08/2022,17,HB_NORTH,22.96
01/08/2022,17,HB_SOUTH,23.4
01/08/2022,17,HB_WEST,21.78
01/08/2022,18,HB_HOUSTON,49.97
01/08/2022,18,HB_NORTH,49.99
01/08/2022,18,HB_SOUTH,49.37
01/08/2022,18,HB_WEST,50
01/08/2022,19,HB_HOUSTON,43.35
01/08/2022,19,HB_NORTH,43.3
01/08/2022,19,HB_SOUTH,42.63
01/08/2022,19,HB_WEST,43.29
01/08/2022,20,HB_HOUSTON,31.12
01/08/2022,20,HB_NORTH,31
01/08/2022,20,HB_SOUTH,30.43
01/08/2022,20,HB_WEST,30.97
01/08/2022,21,HB_HOUSTON,26.28
01/08/2022,21,HB_NORTH,25.4
01/08/2022,21,HB_SOUTH,24.59
01/08/2022,21,HB_WEST,25.21
01/08/2022,22,HB_HOUSTON,25.64
01/08/2022,22,HB_NORTH,24.14
01/08/2022,22,HB_SOUTH,23.52
01/08/2022,22,HB_WEST,23.28
01/08/2022,23,HB_HOUSTON,27.05
01/08/2022,23,HB_NORTH,26.22
01/08/2022,23,HB_SOUTH,26.21
01/08/2022,23,HB_WEST,24.9
01/08/2022,24,HB_HOUSTON,25.2
01/08/2022,24,HB_NORTH,22.59
01/08/2022,24,HB_SOUTH,22.59
01/08/2022,24,HB_WEST,20.68
01/09/2022,1,HB_HOUSTON,27.19
01/09/2022,1,HB_NORTH,24.97
01/09/2022,1,HB_SOUTH,23.95
01/09/2022,1,HB_WEST,21.07
01/09/2022,2,HB_HOUSTON,21.14
01/09/2022,2,HB_NORTH,20.09
01/09/2022,2,HB_SOUTH,19.55
01/09/2022,2,HB_WEST,14.52
01/09/2022,3,HB_HOUSTON,19.69
01/09/2022,3,HB_NORTH,18.78
01/09/2022,3,HB_SOUTH,18.42
01/09/2022,3,HB_WEST,13.58
01/09/2022,4,HB_HOUSTON,18.66
01/09/2022,4,HB_NORTH,17.76
01/09/2022,4,HB_SOUTH,17.34
01/09/2022,4,HB_WEST,12.16
01/09/2022,5,HB_HOUSTON,19.45
01/09/2022,5,HB_NORTH,19
01/09/2022,5,HB_SOUTH,18.45
01/09/2022,5,HB_WEST,9.17
01/09/2022,6,HB_HOUSTON,20.86
01/09/2022,6,HB_NORTH,19.41
01/09/2022,6,HB_SOUTH,19.04
01/09/2022,6,HB_WEST,2.72
01/09/2022,7,HB_HOUSTON,23.22
01/09/2022,7,HB_NORTH,20.39
01/09/2022,7,HB_SOUTH,21.7
01/09/2022,7,HB_WEST,0.57
01/09/2022,8,HB_HOUSTON,23.94
01/09/2022,8,HB_NORTH,21.62
01/09/2022,8,HB_SOUTH,22.22
01/09/2022,8,HB_WEST,0.01
01/09/2022,9,HB_HOUSTON,25.4
01/09/2022,9,HB_NORTH,22.77
01/09/2022,9,HB_SOUTH,23.73
01/09/2022,9,HB_WEST,0.01
01/09/2022,10,HB_HOUSTON,25.17
01/09/2022,10,HB_NORTH,21.9
01/09/2022,10,HB_SOUTH,23.95
01/09/2022,10,HB_WEST,-1.05
01/09/2022,11,HB_HOUSTON,25.12
01/09/2022,11,HB_NORTH,21.35
01/09/2022,11,HB_SOUTH,24.22
01/09/2022,11,HB_WEST,-1.24
01/09/2022,12,HB_HOUSTON,25.38
01/09/2022,12,HB_NORTH,20.79
01/09/2022,12,HB_SOUTH,24.78
01/09/2022,12,HB_WEST,-0.3
01/09/2022,13,HB_HOUSTON,25.75
01/09/2022,13,HB_NORTH,21.07
01/09/2022,13,HB_SOUTH,24.65
01/09/2022,13,HB_WEST,0.01
01/09/2022,14,HB_HOUSTON,25.54
01/09/2022,14,HB_NORTH,20.63
01/09/2022,14,HB_SOUTH,24.26
01/09/2022,14,HB_WEST,1.06
01/09/2022,15,HB_HOUSTON,25.29
01/09/2022,15,HB_NORTH,20.11
01/09/2022,15,HB_SOUTH,23.47
01/09/2022,15,HB_WEST,1.7
01/09/2022,16,HB_HOUSTON,26.12
01/09/2022,16,HB_NORTH,22.61
01/09/2022,16,HB_SOUTH,24.63
01/09/2022,16,HB_WEST,12.63
01/09/2022,17,HB_HOUSTON,25.79
01/09/2022,17,HB_NORTH,25.02
01/09/2022,17,HB_SOUTH,25
01/09/2022,17,HB_WEST,22.46
01/09/2022,18,HB_HOUSTON,42.79
01/09/2022,18,HB_NORTH,42.04
01/09/2022,18,HB_SOUTH,41.3
01/09/2022,18,HB_WEST,41.66
01/09/2022,19,HB_HOUSTON,44.2
01/09/2022,19,HB_NORTH,43.73
01/09/2022,19,HB_SOUTH,42.9
01/09/2022,19,HB_WEST,43.42
01/09/2022,20,HB_HOUSTON,39.14
01/09/2022,20,HB_NORTH,38.81
01/09/2022,20,HB_SOUTH,37.49
01/09/2022,20,HB_WEST,38.64
01/09/2022,21,HB_HOUSTON,38.82
01/09/2022,21,HB_NORTH,38.59
01/09/2022,21,HB_SOUTH,36.03
01/09/2022,21,HB_WEST,38.56
01/09/2022,22,HB_HOUSTON,35.23
01/09/2022,22,HB_NORTH,34.44
01/09/2022,22,HB_SOUTH,30.56
01/09/2022,22,HB_WEST,34.35
01/09/2022,23,HB_HOUSTON,28.77
01/09/2022,23,HB_NORTH,29.11
01/09/2022,23,HB_SOUTH,25.2
01/09/2022,23,HB_WEST,29.22
01/09/2022,24,HB_HOUSTON,27.13
01/09/2022,24,HB_NORTH,27.85
01/09/2022,24,HB_SOUTH,23.7
01/09/2022,24,HB_WEST,28.06
01/10/2022,1,HB_HOUSTON,28.91
01/10/2022,1,HB_NORTH,30.09
01/10/2022,1,HB_SOUTH,25
01/10/2022,1,HB_WEST,30.35
01/10/2022,2,HB_HOUSTON,25.21
01/10/2022,2,HB_NORTH,26.23
01/10/2022,2,HB_SOUTH,21.5
01/10/2022,2,HB_WEST,26.51
01/10/2022,3,HB_HOUSTON,26.48
01/10/2022,3,HB_NORTH,27.54
01/10/2022,3,HB_SOUTH,22.73
01/10/2022,3,HB_WEST,27.83
01/10/2022,4,HB_HOUSTON,27.69
01/10/2022,4,HB_NORTH,28.74
01/10/2022,4,HB_SOUTH,23.56
01/10/2022,4,HB_WEST,29.04
01/10/2022,5,HB_HOUSTON,30.45
01/10/2022,5,HB_NORTH,31.5
01/10/2022,5,HB_SOUTH,26.55
01/10/2022,5,HB_WEST,31.75
01/10/2022,6,HB_HOUSTON,37.7
01/10/2022,6,HB_NORTH,39.18
01/10/2022,6,HB_SOUTH,32.17
01/10/2022,6,HB_WEST,39.23
01/10/2022,7,HB_HOUSTON,58.46
01/10/2022,7,HB_NORTH,61.48
01/10/2022,7,HB_SOUTH,51.61
01/10/2022,7,HB_WEST,61.33
01/10/2022,8,HB_HOUSTON,61.98
01/10/2022,8,HB_NORTH,64.46
01/10/2022,8,HB_SOUTH,54.41
01/10/2022,8,HB_WEST,64.34
01/10/2022,9,HB_HOUSTON,43.49
01/10/2022,9,HB_NORTH,44.24
01/10/2022,9,HB_SOUTH,37.03
01/10/2022,9,HB_WEST,44.2
01/10/2022,10,HB_HOUSTON,31.91
01/10/2022,10,HB_NORTH,32.34
01/10/2022,10,HB_SOUTH,26.73
01/10/2022,10,HB_WEST,32.42
01/10/2022,11,HB_HOUSTON,28.48
01/10/2022,11,HB_NORTH,28.31
01/10/2022,11,HB_SOUTH,23.34
01/10/2022,11,HB_WEST,28.38
01/10/2022,12,HB_HOUSTON,26.86
01/10/2022,12,HB_NORTH,26.55
01/10/2022,12,HB_SOUTH,22.19
01/10/2022,12,HB_WEST,26.62
01/10/2022,13,HB_HOUSTON,25.43
01/10/2022,13,HB_NORTH,24.87
01/10/2022,13,HB_SOUTH,21.36
01/10/2022,13,HB_WEST,24.86
01/10/2022,14,HB_HOUSTON,24.19
01/10/2022,14,HB_NORTH,23.66
01/10/2022,14,HB_SOUTH,21.57
01/10/2022,14,HB_WEST,23.64
01/10/2022,15,HB_HOUSTON,23.43
01/10/2022,15,HB_NORTH,23
01/10/2022,15,HB_SOUTH,21.51
01/10/2022,15,HB_WEST,22.96
01/10/2022,16,HB_HOUSTON,23.5
01/10/2022,16,HB_NORTH,23.25
01/10/2022,16,HB_SOUTH,22.27
01/10/2022,16,HB_WEST,23.19
01/10/2022,17,HB_HOUSTON,26.69
01/10/2022,17,HB_NORTH,26.46
01/10/2022,17,HB_SOUTH,25.62
01/10/2022,17,HB_WEST,26.4
01/10/2022,18,HB_HOUSTON,74.21
01/10/2022,18,HB_NORTH,73.35
01/10/2022,18,HB_SOUTH,70.63
01/10/2022,18,HB_WEST,73.04
01/10/2022,19,HB_HOUSTON,70.86
01/10/2022,19,HB_NORTH,70.24
01/10/2022,19,HB_SOUTH,68.25
01/10/2022,19,HB_WEST,70.19
01/10/2022,20,HB_HOUSTON,44.62
01/10/2022,20,HB_NORTH,44.01
01/10/2022,20,HB_SOUTH,42.27
01/10/2022,20,HB_WEST,44
01/10/2022,21,HB_HOUSTON,42.31
01/10/2022,21,HB_NORTH,41.93
01/10/2022,21,HB_SOUTH,40.47
01/10/2022,21,HB_WEST,41.99
01/10/2022,22,HB_HOUSTON,31.88
01/10/2022,22,HB_NORTH,31.86
01/10/2022,22,HB_SOUTH,31.05
01/10/2022,22,HB_WEST,32.07
01/10/2022,23,HB_HOUSTON,35.96
01/10/2022,23,HB_NORTH,35.5
01/10/2022,23,HB_SOUTH,34.18
01/10/2022,23,HB_WEST,35.42
01/10/2022,24,HB_HOUSTON,31.51
01/10/2022,24,HB_NORTH,31.5
01/10/2022,24,HB_SOUTH,31.15
01/10/2022,24,HB_WEST,31.62
01/11/2022,1,HB_HOUSTON,32.33
01/11/2022,1,HB_NORTH,32.49
01/11/2022,1,HB_SOUTH,31.39
01/11/2022,1,HB_WEST,32.63
01/11/2022,2,HB_HOUSTON,28.48
01/11/2022,2,HB_NORTH,28.47
01/11/2022,2,HB_SOUTH,27.38
01/11/2022,2,HB_WEST,28.58
01/11/2022,3,HB_HOUSTON,26.45
01/11/2022,3,HB_NORTH,26.54
01/11/2022,3,HB_SOUTH,25.22
01/11/2022,3,HB_WEST,26.67
01/11/2022,4,HB_HOUSTON,26.29
01/11/2022,4,HB_NORTH,26.29
01/11/2022,4,HB_SOUTH,24.72
01/11/2022,4,HB_WEST,26.4
01/11/2022,5,HB_HOUSTON,29.41
01/11/2022,5,HB_NORTH,29.16
01/11/2022,5,HB_SOUTH,27.25
01/11/2022,5,HB_WEST,29.2
01/11/2022,6,HB_HOUSTON,37.05
01/11/2022,6,HB_NORTH,36.6
01/11/2022,6,HB_SOUTH,34.34
01/11/2022,6,HB_WEST,36.64
01/11/2022,7,HB_HOUSTON,59.39
01/11/2022,7,HB_NORTH,60.04
01/11/2022,7,HB_SOUTH,55.14
01/11/2022,7,HB_WEST,60
01/11/2022,8,HB_HOUSTON,63.7
01/11/2022,8,HB_NORTH,63.7
01/11/2022,8,HB_SOUTH,59.14
01/11/2022,8,HB_WEST,63.68
01/11/2022,9,HB_HOUSTON,44.52
01/11/2022,9,HB_NORTH,44.1
01/11/2022,9,HB_SOUTH,41.68
01/11/2022,9,HB_WEST,43.96
01/11/2022,10,HB_HOUSTON,41.62
01/11/2022,10,HB_NORTH,41.02
01/11/2022,10,HB_SOUTH,39.7
01/11/2022,10,HB_WEST,40.75
01/11/2022,11,HB_HOUSTON,31.69
01/11/2022,11,HB_NORTH,31.27
01/11/2022,11,HB_SOUTH,30.81
01/11/2022,11,HB_WEST,31.01
01/11/2022,12,HB_HOUSTON,28.29
01/11/2022,12,HB_NORTH,28
01/11/2022,12,HB_SOUTH,27.78
01/11/2022,12,HB_WEST,27.83
01/11/2022,13,HB_HOUSTON,25.57
01/11/2022,13,HB_NORTH,25.16
01/11/2022,13,HB_SOUTH,25.35
01/11/2022,13,HB_WEST,24.92
01/11/2022,14,HB_HOUSTON,24.87
01/11/2022,14,HB_NORTH,24.26
01/11/2022,14,HB_SOUTH,24.8
01/11/2022,14,HB_WEST,23.73
01/11/2022,15,HB_HOUSTON,24.07
01/11/2022,15,HB_NORTH,23.62
01/11/2022,15,HB_SOUTH,24.14
01/11/2022,15,HB_WEST,23.19
01/11/2022,16,HB_HOUSTON,24.27
01/11/2022,16,HB_NORTH,24
01/11/2022,16,HB_SOUTH,24.3
01/11/2022,16,HB_WEST,23.78
01/11/2022,17,HB_HOUSTON,26.69
01/11/2022,17,HB_NORTH,26.53
01/11/2022,17,HB_SOUTH,26.34
01/11/2022,17,HB_WEST,26.48
01/11/2022,18,HB_HOUSTON,66.15
01/11/2022,18,HB_NORTH,65.64
01/11/2022,18,HB_SOUTH,64.58
01/11/2022,18,HB_WEST,65.51
01/11/2022,19,HB_HOUSTON,50.61
01/11/2022,19,HB_NORTH,50.22
01/11/2022,19,HB_SOUTH,49.38
01/11/2022,19,HB_WEST,50.2
01/11/2022,20,HB_HOUSTON,31.1
01/11/2022,20,HB_NORTH,30.71
01/11/2022,20,HB_SOUTH,31.21
01/11/2022,20,HB_WEST,30.5
01/11/2022,21,HB_HOUSTON,32.37
01/11/2022,21,HB_NORTH,32
01/11/2022,21,HB_SOUTH,32.3
01/11/2022,21,HB_WEST,31.66
01/11/2022,22,HB_HOUSTON,30.06
01/11/2022,22,HB_NORTH,29.71
01/11/2022,22,HB_SOUTH,30.11
01/11/2022,22,HB_WEST,29.3
01/11/2022,23,HB_HOUSTON,29.86
01/11/2022,23,HB_NORTH,29.45
01/11/2022,23,HB_SOUTH,29.98
01/11/2022,23,HB_WEST,29
01/11/2022,24,HB_HOUSTON,27.94
01/11/2022,24,HB_NORTH,27.68
01/11/2022,24,HB_SOUTH,28.11
01/11/2022,24,HB_WEST,27.45
01/12/2022,1,HB_HOUSTON,23.4
01/12/2022,1,HB_NORTH,23.87
01/12/2022,1,HB_SOUTH,24.85
01/12/2022,1,HB_WEST,24
01/12/2022,2,HB_HOUSTON,23.62
01/12/2022,2,HB_NORTH,23.67
01/12/2022,2,HB_SOUTH,23.77
01/12/2022,2,HB_WEST,23.68
01/12/2022,3,HB_HOUSTON,24.57
01/12/2022,3,HB_NORTH,24.56
01/12/2022,3,HB_SOUTH,24.56
01/12/2022,3,HB_WEST,24.57
01/12/2022,4,HB_HOUSTON,25.05
01/12/2022,4,HB_NORTH,25.05
01/12/2022,4,HB_SOUTH,25.07
01/12/2022,4,HB_WEST,25.06
01/12/2022,5,HB_HOUSTON,29.35
01/12/2022,5,HB_NORTH,29.34
01/12/2022,5,HB_SOUTH,29.31
01/12/2022,5,HB_WEST,29.36
01/12/2022,6,HB_HOUSTON,36.51
01/12/2022,6,HB_NORTH,36.29
01/12/2022,6,HB_SOUTH,35.64
01/12/2022,6,HB_WEST,36.19
01/12/2022,7,HB_HOUSTON,57.88
01/12/2022,7,HB_NORTH,57.86
01/12/2022,7,HB_SOUTH,57.21
01/12/2022,7,HB_WEST,57.83
01/12/2022,8,HB_HOUSTON,59.17
01/12/2022,8,HB_NORTH,59.06
01/12/2022,8,HB_SOUTH,58.14
01/12/2022,8,HB_WEST,58.98
01/12/2022,9,HB_HOUSTON,44.02
01/12/2022,9,HB_NORTH,43.96
01/12/2022,9,HB_SOUTH,43.4
01/12/2022,9,HB_WEST,43.94
01/12/2022,10,HB_HOUSTON,30.16
01/12/2022,10,HB_NORTH,30.35
01/12/2022,10,HB_SOUTH,30.52
01/12/2022,10,HB_WEST,30.42
01/12/2022,11,HB_HOUSTON,30
01/12/2022,11,HB_NORTH,30.03
01/12/2022,11,HB_SOUTH,29.93
01/12/2022,11,HB_WEST,30.04
01/12/2022,12,HB_HOUSTON,27.06
01/12/2022,12,HB_NORTH,27.17
01/12/2022,12,HB_SOUTH,27.28
01/12/2022,12,HB_WEST,27.2
01/12/2022,13,HB_HOUSTON,25.17
01/12/2022,13,HB_NORTH,25.35
01/12/2022,13,HB_SOUTH,25.69
01/12/2022,13,HB_WEST,25.39
01/12/2022,14,HB_HOUSTON,24.88
01/12/2022,14,HB_NORTH,25
01/12/2022,14,HB_SOUTH,25.23
01/12/2022,14,HB_WEST,25.03
01/12/2022,15,HB_HOUSTON,24.55
01/12/2022,15,HB_NORTH,24.59
01/12/2022,15,HB_SOUTH,24.68
01/12/2022,15,HB_WEST,24.59
01/12/2022,16,HB_HOUSTON,24.24
01/12/2022,16,HB_NORTH,24.35
01/12/2022,16,HB_SOUTH,24.62
01/12/2022,16,HB_WEST,24.38
01/12/2022,17,HB_HOUSTON,26.69
01/12/2022,17,HB_NORTH,26.71
01/12/2022,17,HB_SOUTH,26.68
01/12/2022,17,HB_WEST,26.71
01/12/2022,18,HB_HOUSTON,66.04
01/12/2022,18,HB_NORTH,65.74
01/12/2022,18,HB_SOUTH,65
01/12/2022,18,HB_WEST,65.67
01/12/2022,19,HB_HOUSTON,63.69
01/12/2022,19,HB_NORTH,63.51
01/12/2022,19,HB_SOUTH,62.96
01/12/2022,19,HB_WEST,63.48
01/12/2022,20,HB_HOUSTON,46.23
01/12/2022,20,HB_NORTH,46.09
01/12/2022,20,HB_SOUTH,45.65
01/12/2022,20,HB_WEST,46.11
01/12/2022,21,HB_HOUSTON,45.23
01/12/2022,21,HB_NORTH,45.16
01/12/2022,21,HB_SOUTH,44.83
01/12/2022,21,HB_WEST,45.16
01/12/2022,22,HB_HOUSTON,37.92
01/12/2022,22,HB_NORTH,37.91
01/12/2022,22,HB_SOUTH,37.74
01/12/2022,22,HB_WEST,37.92
01/12/2022,23,HB_HOUSTON,32.82
01/12/2022,23,HB_NORTH,33.23
01/12/2022,23,HB_SOUTH,33.93
01/12/2022,23,HB_WEST,33.32
01/12/2022,24,HB_HOUSTON,32.58
01/12/2022,24,HB_NORTH,32.77
01/12/2022,24,HB_SOUTH,33.09
01/12/2022,24,HB_WEST,32.81
01/13/2022,1,HB_HOUSTON,30.88
01/13/2022,1,HB_NORTH,31.13
01/13/2022,1,HB_SOUTH,31.63
01/13/2022,1,HB_WEST,31.21
01/13/2022,2,HB_HOUSTON,28.05
01/13/2022,2,HB_NORTH,28.19
01/13/2022,2,HB_SOUTH,28.46
01/13/2022,2,HB_WEST,28.23
01/13/2022,3,HB_HOUSTON,27.67
01/13/2022,3,HB_NORTH,27.73
01/13/2022,3,HB_SOUTH,27.84
01/13/2022,3,HB_WEST,27.74
01/13/2022,4,HB_HOUSTON,27.23
01/13/2022,4,HB_NORTH,27.26
01/13/2022,4,HB_SOUTH,27.31
01/13/2022,4,HB_WEST,27.27
01/13/2022,5,HB_HOUSTON,27.97
01/13/2022,5,HB_NORTH,28
01/13/2022,5,HB_SOUTH,28.06
01/13/2022,5,HB_WEST,28.01
01/13/2022,6,HB_HOUSTON,38.56
01/13/2022,6,HB_NORTH,38.76
01/13/2022,6,HB_SOUTH,38.98
01/13/2022,6,HB_WEST,38.82
01/13/2022,7,HB_HOUSTON,54.69
01/13/2022,7,HB_NORTH,54.72
01/13/2022,7,HB_SOUTH,54.37
01/13/2022,7,HB_WEST,54.71
01/13/2022,8,HB_HOUSTON,57.62
01/13/2022,8,HB_NORTH,57.35
01/13/2022,8,HB_SOUTH,56.25
01/13/2022,8,HB_WEST,57.26
01/13/2022,9,HB_HOUSTON,43.25
01/13/2022,9,HB_NORTH,43
01/13/2022,9,HB_SOUTH,42.07
01/13/2022,9,HB_WEST,42.89
01/13/2022,10,HB_HOUSTON,33.94
